0.245035842,0.048816059
0.901412991,0.86325104
0.498594854,0.962764257
0.277685294,0.032574057
0.543437103,0.148164621
0.755050534,0.060557161
0.5347303,0.827181963
0.811810336,0.660352562
0.219419132,0.858571819
0.271070336,0.290819993
0.980684915,0.764562045
0.206514293,0.054736157
0.140122027,0.969947741
0.166545447,0.566777279
0.975166038,0.403007465
0.747607141,0.383252928
0.301894518,0.760752852
0.061276092,0.848367672
0.441249563,0.048648675
0.117591628,0.830278209
0.037972882,0.20874832
0.720357444,0.52304405
0.133658975,0.772765634
0.201442303,0.326328909
0.013830837,0.000130733
0.386182621,0.671096137
0.84723856,0.419476867
0.173922511,0.433795421
0.781810628,0.316457904
0.092233961,0.089036706
0.711448485,0.635082253
0.611651592,0.928798437
0.445371293,0.034106649
0.459398637,0.166848866
0.120039975,0.84358695
0.839709879,0.046084009
0.356482192,0.231191369
0.610833797,0.776094943
0.010694594,0.860350141
0.146955941,0.261573849
0.80938825,0.399839671
0.616399736,0.298193285
0.826493737,0.294889954
0.046035283,0.298359929
0.415856236,0.16758987
0.331438557,0.407042239
0.4456111,0.643448622
0.191345574,0.060298197
0.402172667,0.50320649
0.314600988,0.417921962
0.006792424,0.39042809
0.919924782,0.169524773
0.827841471,0.883199314
0.371335168,0.144831848
0.815797788,0.862086122
0.366987934,0.188939273
0.758378173,0.081634794
0.350991891,0.791605428
0.204421202,0.855098322
0.688850793,0.944651084
0.485355562,0.608760737
0.548677601,0.722909734
0.868756437,0.924753165
0.8614193,0.00027084
0.437731099,0.368227801
0.487971743,0.479541503
0.991306527,0.798408841
0.70438083,0.276314686
0.539849754,0.423507904
0.611961155,0.098139205
0.467629168,0.962690522
0.58852379,0.233252854
0.34782573,0.302359766
0.372738866,0.119799192
0.011850146,0.711185871
0.993944307,0.404943987
0.828707216,0.423913987
0.195905007,0.671716821
0.190565088,0.439486254
0.261400478,0.634058324
0.667337456,0.60186342
0.279684474,0.412843266
0.182140475,0.887215401
0.188189019,0.529145754
0.875659183,0.108101805
0.324626322,0.123791134
0.147847874,0.480477753
0.761406835,0.31668414
0.651586974,0.452826292
0.957922256,0.928175587
0.325330993,0.976535076
0.991572115,0.912742197
0.53259206,0.960830104
0.022964737,0.752961469
0.789831484,0.987639038
0.553400932,0.67376825
0.650871194,0.530890253
0.896530777,0.116689125
0.3173175,0.074580201
0.873362292,0.484645179
0.470907118,0.291494231
0.941425229,0.296265583
0.292483003,0.022140688
0.827945648,0.010179812
0.309551688,0.546406257
0.317173714,0.542267929
0.398372292,0.783039417
0.166731358,0.461353831
0.903556857,0.608197885
0.841080038,0.435327551
0.24890251,0.221260884
0.157067199,0.994067931
0.73214128,0.952743592
0.769303743,0.082100125
0.93377252,0.776292457
0.49156509,0.818729728
0.288381222,0.681587264
0.060043774,0.578166464
0.700146389,0.192060846
0.570909679,0.618105011
0.925949374,0.04302784
0.621168212,0.93964858
